10,17.362,49.176,32
1,28.637,30.785,33
2,23.996,26.274,33
3,31.718,37.007,33
5,27.821,13.128,33
6,27.122,34.662,33
7,31.658,44.486,33
8,22.906,42.753,33
9,19.821,4.9724,33
10,17.431,48.253,33
1,28.4,31.835,34
2,24.002,25.153,34
3,31.626,36.45,34
5,27.897,14.07,34
6,26.991,33.286,34
7,31.561,43.923,34
8,22.932,41.734,34
9,19.856,5.6846,34
10,17.527,47.247,34
11,30.639,50,34
1,28.163,32.885,35
2,24.008,24.032,35
3,31.533,35.894,35
5,27.973,15.014,35
6,26.773,31.924,35
7,31.466,43.365,35
8,22.959,40.702,35
9,19.894,6.3971,35
10,17.646,46.172,35
11,30.591,49.199,35
1,27.926,33.935,36
2,24.014,22.909,36
3,31.44,35.338,36
5,28.051,15.96,36
6,26.543,30.552,36
7,31.373,42.81,36
8,22.987,39.658,36
9,19.934,7.1099,36
10,17.784,45.037,36
11,30.505,48.318,36
1,27.688,34.986,37
2,24.02,21.786,37
3,31.347,34.782,37
5,28.13,16.908,37
6,26.303,29.171,37
7,31.28,42.257,37
8,23.016,38.605,37
9,19.975,7.8228,37
10,17.937,43.852,37
11,30.385,47.37,37
1,27.45,36.036,38
2,24.026,20.662,38
3,31.254,34.227,38
5,28.209,17.858,38
6,26.054,27.783,38
7,31.188,41.707,38
8,23.046,37.544,38
9,20.017,8.5359,38
10,18.102,42.626,38
11,30.236,46.366,38
1,27.212,37.086,39
2,24.032,19.537,39
3,31.16,33.672,39
5,28.289,18.808,39
6,25.797,26.389,39
7,31.097,41.159,39
8,23.077,36.476,39
9,20.06,9.2491,39
10,18.277,41.364,39
11,30.06,45.315,39
12,31.182,0,39
1,26.974,38.137,40
2,24.038,18.412,40
3,31.067,33.117,40
5,28.369,19.76,40
6,25.533,24.99,40
7,31.006,40.613,40
8,23.108,35.403,40
9,20.105,9.9624,40
10,18.458,40.071,40
11,29.861,44.225,40
12,31.157,0.73007,40
1,26.735,39.187,41
2,24.044,17.287,41
3,30.973,32.562,41
5,28.449,20.713,41
6,25.263,23.587,41
7,30.916,40.069,41
8,23.14,34.325,41
9,20.15,10.676,41
10,18.645,38.754,41
11,29.64,43.102,41
12,31.112,1.4794,41
13,27.346,50,41
1,26.497,40.238,42
2,24.05,16.161,42
3,30.879,32.008,42
5,28.53,21.667,42
6,24.987,22.181,42
7,30.826,39.525,42
8,23.172,33.242,42
9,20.196,11.389,42
10,18.836,37.414,42
11,29.399,41.952,42
12,31.049,2.245,42
13,27.347,49.289,42
14,29.032,50,42
1,26.258,41.289,43
2,24.056,15.035,43
3,30.785,31.453,43
5,28.612,22.621,43
6,24.706,20.771,43
7,30.736,38.983,43
8,23.204,32.157,43
9,20.243,12.103,43
10,19.029,36.057,43
11,29.141,40.78,43
12,30.971,3.0242,43
13,27.35,48.575,43
14,29.048,49.191,43
1,26.019,42.339,44
2,24.062,13.909,44
3,30.695,30.898,44
5,28.693,23.575,44
6,24.421,19.36,44
7,30.646,38.441,44
8,23.237,31.068,44
9,20.29,12.816,44
10,19.223,34.684,44
11,28.867,39.589,44
12,30.879,3.8148,44
13,27.353,47.858,44
14,29.077,48.296,44
15,25.043,50,44
1,25.78,43.39,45
2,24.068,12.782,45
3,30.612,30.342,45
5,28.775,24.53,45
6,24.133,17.946,45
7,30.549,37.902,45
8,23.27,29.977,45
9,20.337,13.53,45
10,19.418,33.297,45
11,28.584,38.381,45
12,30.777,4.615,45
13,27.359,47.138,45
14,29.097,47.329,45
15,24.993,49.217,45
16,29.175,0,45
1,25.541,44.441,46
2,24.074,11.656,46
3,30.542,29.786,46
5,28.857,25.486,46
6,23.84,16.531,46
7,30.444,37.365,46
8,23.303,28.884,46
9,20.385,14.244,46
10,19.612,31.9,46
11,28.299,37.158,46
12,30.665,5.4233,46
13,27.365,46.417,46
14,29.102,46.3,46
15,24.872,48.379,46
16,29.16,0.76288,46
1,25.302,45.492,47
2,24.08,10.529,47
3,30.492,29.229,47
5,28.939,26.442,47
6,23.545,15.115,47
7,30.333,36.83,47
8,23.336,27.789,47
9,20.433,14.957,47
10,19.806,30.493,47
11,28.012,35.921,47
12,30.545,6.2384,47
13,27.373,45.694,47
14,29.064,45.224,47
15,24.658,47.516,47
16,29.133,1.5727,47
17,27.752,50,47
1,25.063,46.542,48
2,24.086,9.4019,48
3,30.468,28.672,48
5,29.021,27.398,48
6,23.247,13.697,48
7,30.213,36.298,48
8,23.37,26.693,48
9,20.482,15.671,48
10,19.998,29.078,48
11,27.725,34.673,48
12,30.418,7.0592,48
13,27.385,44.97,48
14,28.988,44.109,48
15,24.343,46.647,48
16,29.095,2.4221,48
17,27.775,49.24,48
2,24.092,8.275,49
3,30.469,28.118,49
5,29.104,28.354,49
6,22.946,12.279,49
7,30.078,35.772,49
8,23.404,25.596,49
9,20.531,16.385,49
10,20.188,27.656,49
11,27.437,33.416,49
12,30.285,7.8847,49
13,27.405,44.245,49
14,28.879,42.959,49
15,24.075,45.721,49
16,29.048,3.3049,49
17,27.817,48.437,49
2,24.098,7.1479,50
3,30.455,27.564,50
5,29.186,29.311,50
6,22.643,10.86,50
7,29.914,35.257,50
8,23.437,24.497,50
9,20.58,17.099,50
10,20.377,26.228,50
11,27.149,32.151,50
12,30.146,8.7143,50
13,27.432,43.519,50
14,28.743,41.782,50
15,23.84,44.747,50
16,28.994,4.2157,50
17,27.877,47.596,50
18,31.164,50,50
2,24.104,6.0208,51
3,30.427,27.01,51
5,29.269,30.267,51
6,22.337,9.4405,51
7,29.716,34.764,51
8,23.471,23.398,51
9,20.629,17.812,51
10,20.569,24.796,51
11,26.86,30.879,51
12,30.004,9.5472,51
13,27.467,42.793,51
14,28.573,40.584,51
15,23.627,43.733,51
16,28.932,5.1502,51
17,27.954,46.724,51
18,31.153,49.308,51
2,24.111,4.8936,52
3,30.387,26.457,52
5,29.352,31.224,52
6,22.029,8.0208,52
7,29.476,34.302,52
8,23.505,22.298,52
9,20.678,18.526,52
10,20.771,23.361,52
11,26.57,29.601,52
12,29.857,10.383,52
13,27.506,42.067,52
14,28.372,39.368,52
15,23.424,42.686,52
16,28.865,6.1045,52
17,28.045,45.826,52
18,31.131,48.628,52
3,30.337,25.904,53
5,29.435,32.181,53
6,21.719,6.6008,53
7,29.191,33.891,53
8,23.54,21.198,53
9,20.728,19.24,53
10,20.992,21.926,53
11,26.28,28.319,53
12,29.708,11.221,53
13,27.547,41.339,53
14,28.157,38.135,53
15,23.252,41.61,53
16,28.793,7.0757,53
17,28.15,44.906,53
18,31.119,47.959,53
3,30.279,25.35,54
5,29.517,33.138,54
6,21.407,5.1807,54
7,28.865,33.556,54
8,23.574,20.097,54
9,20.777,19.954,54
10,21.238,20.492,54
11,25.99,27.032,54
12,29.556,12.061,54
13,27.589,40.612,54
14,27.898,36.897,54
15,23.11,40.509,54
16,28.717,8.061,54
17,28.267,43.969,54
18,31.113,47.298,54
3,30.213,24.798,55
5,29.6,34.095,55
6,21.093,3.7606,55
7,28.565,33.191,55
8,23.608,18.995,55
9,20.827,20.667,55
10,21.496,19.058,55
11,25.701,25.742,55
12,29.401,12.903,55
13,27.628,39.883,55
14,27.583,35.663,55
15,22.991,39.388,55
16,28.637,9.0581,55
17,28.394,43.016,55
18,31.106,46.643,55
3,30.14,24.245,56
5,29.683,35.052,56
7,28.288,32.802,56
8,23.643,17.893,56
9,20.877,21.381,56
10,21.735,17.618,56
11,25.411,24.45,56
12,29.244,13.746,56
13,27.661,39.155,56
14,27.214,34.437,56
15,22.894,38.249,56
16,28.554,10.065,56
17,28.529,42.05,56
18,31.098,45.995,56
3,30.063,23.692,57
5,29.766,36.01,57
7,28.03,32.392,57
8,23.693,16.792,57
9,20.926,22.095,57
10,21.985,16.18,57
11,25.121,23.154,57
12,29.086,14.59,57
13,27.685,38.425,57
14,26.787,33.225,57
15,22.816,37.095,57
16,28.468,11.081,57
17,28.666,41.072,57
18,31.088,45.352,57
3,29.982,23.14,58
5,29.85,36.967,58
7,27.789,31.964,58
8,23.751,15.691,58
9,20.976,22.809,58
10,22.243,14.741,58
11,24.831,21.857,58
12,28.926,15.436,58
13,27.702,37.696,58
14,26.321,32.017,58
15,22.754,35.93,58
16,28.38,12.104,58
17,28.802,40.082,58
18,31.083,44.713,58
3,29.902,22.586,59
5,29.933,37.924,59
7,27.543,31.53,59
8,23.807,14.59,59
9,21.026,23.523,59
10,22.511,13.303,59
11,24.541,20.558,59
12,28.765,16.282,59
13,27.713,36.966,59
14,25.873,30.794,59
15,22.705,34.753,59
16,28.29,13.132,59
17,28.927,39.084,59
18,31.086,44.077,59
3,29.826,22.032,60
5,30.016,38.881,60
7,27.283,31.096,60
8,23.851,13.489,60
9,21.076,24.237,60
10,22.787,11.865,60
11,24.251,19.258,60
12,28.602,17.128,60
13,27.718,36.236,60
14,25.44,29.556,60
15,22.67,33.568,60
16,28.199,14.166,60
17,29.042,38.079,60
18,31.094,43.445,60
3,29.758,21.477,61
5,30.099,39.839,61
7,27.012,30.663,61
8,23.88,12.387,61
9,21.126,24.95,61
10,23.07,10.428,61
11,23.961,17.956,61
12,28.439,17.976,61
13,27.72,35.505,61
14,25.02,28.307,61
15,22.647,32.376,61
16,28.106,15.204,61
17,29.155,37.067,61
18,31.108,42.816,61
3,29.701,20.92,62
5,30.182,40.796,62
7,26.733,30.228,62
8,23.895,11.285,62
9,21.176,25.664,62
10,23.36,8.9915,62
11,23.672,16.653,62
12,28.275,18.824,62
13,27.718,34.775,62
14,24.612,27.048,62
15,22.641,31.177,62
16,28.012,16.246,62
17,29.268,36.05,62
18,31.146,42.192,62
3,29.657,20.363,63
5,30.266,41.754,63
7,26.451,29.79,63
8,23.899,10.182,63
9,21.226,26.378,63
10,23.658,7.556,63
11,23.382,15.349,63
12,28.11,19.672,63
13,27.713,34.044,63
14,24.215,25.78,63
15,22.662,29.976,63
16,27.916,17.29,63
17,29.381,35.028,63
18,31.184,41.57,63
3,29.617,19.805,64
5,30.349,42.711,64
7,26.169,29.348,64
8,23.894,9.0799,64
9,21.276,27.092,64
10,23.963,6.1214,64
11,23.093,14.045,64
12,27.945,20.52,64
13,27.706,33.313,64
14,23.827,24.504,64
15,22.721,28.773,64
16,27.82,18.337,64
17,29.49,34.003,64
18,31.212,40.949,64
3,29.572,19.248,65
5,30.432,43.668,65
7,25.889,28.901,65
8,23.884,7.9773,65
9,21.327,27.806,65
10,24.275,4.6879,65
11,22.803,12.74,65
12,27.779,21.369,65
13,27.697,32.582,65
14,23.448,23.223,65
15,22.827,27.575,65
16,27.723,19.387,65
17,29.59,32.973,65
18,31.232,40.329,65
3,29.515,18.692,66
5,30.516,44.626,66
7,25.613,28.449,66
8,23.87,6.8744,66
9,21.377,28.52,66
10,24.594,3.2558,66
11,22.514,11.434,66
12,27.612,22.218,66
13,27.688,31.851,66
14,23.076,21.935,66
15,22.921,26.371,66
16,27.625,20.438,66
17,29.673,31.941,66
18,31.245,39.709,66
3,29.448,18.137,67
5,30.599,45.583,67
7,25.343,27.99,67
8,23.867,5.7715,67
9,21.427,29.233,67
11,22.225,10.128,67
12,27.445,23.068,67
13,27.681,31.12,67
14,22.711,20.644,67
15,23.005,25.162,67
16,27.527,21.49,67
17,29.724,30.906,67
18,31.251,39.09,67
3,29.373,17.583,68
7,25.081,27.526,68
8,23.874,4.6687,68
9,21.477,29.947,68
11,21.936,8.8217,68
12,27.278,23.917,68
13,27.685,30.389,68
14,22.352,19.348,68
15,23.08,23.95,68
16,27.428,22.544,68
17,29.746,29.871,68
18,31.252,38.471,68
3,29.289,17.029,69
7,24.829,27.055,69
8,23.893,3.5661,69
9,21.527,30.661,69
11,21.647,7.5148,69
12,27.111,24.767,69
13,27.711,29.66,69
14,21.998,18.048,69
15,23.147,22.735,69
16,27.329,23.599,69
17,29.743,28.834,69
18,31.249,37.852,69
3,29.199,16.477,70
7,24.59,26.576,70
9,21.578,31.375,70
11,21.358,6.2077,70
12,26.943,25.616,70
13,27.768,28.936,70
14,21.65,16.746,70
15,23.207,21.517,70
16,27.229,24.654,70
17,29.718,27.797,70
18,31.241,37.234,70
3,29.104,15.926,71
7,24.378,26.088,71
9,21.628,32.089,71
11,21.07,4.9003,71
12,26.775,26.466,71
13,27.865,28.222,71
14,21.306,15.44,71
15,23.26,20.297,71
16,27.129,25.711,71
17,29.671,26.759,71
18,31.23,36.617,71
3,29.003,15.375,72
7,24.188,25.592,72
9,21.678,32.803,72
11,20.781,3.5928,72
12,26.607,27.316,72
13,28.024,27.534,72
14,20.966,14.133,72
15,23.308,19.075,72
16,27.029,26.768,72
17,29.618,25.72,72
18,31.213,35.999,72
3,28.898,14.825,73
7,24.016,25.09,73
9,21.728,33.516,73
12,26.439,28.166,73
13,28.229,26.864,73
14,20.631,12.823,73
15,23.351,17.852,73
16,26.928,27.826,73
17,29.562,24.68,73
18,31.193,35.382,73
3,28.79,14.275,74
7,23.857,24.582,74
9,21.778,34.23,74
12,26.27,29.016,74
13,28.411,26.185,74
14,20.299,11.512,74
15,23.388,16.627,74
16,26.828,28.884,74
17,29.503,23.638,74
18,31.17,34.765,74
3,28.678,13.726,75
7,23.71,24.069,75
9,21.829,34.944,75
12,26.102,29.866,75
13,28.576,25.497,75
14,19.971,10.199,75
15,23.422,15.4,75
16,26.727,29.943,75
17,29.441,22.596,75
18,31.144,34.148,75
3,28.563,13.177,76
7,23.573,23.552,76
9,21.879,35.658,76
12,25.933,30.716,76
13,28.727,24.804,76
14,19.645,8.8841,76
15,23.452,14.173,76
16,26.625,31.001,76
17,29.379,21.552,76
18,31.117,33.532,76
3,28.445,12.629,77
7,23.446,23.032,77
9,21.929,36.372,77
12,25.764,31.566,77
13,28.869,24.105,77
14,19.324,7.5682,77
15,23.479,12.945,77
16,26.524,32.061,77
17,29.315,20.508,77
18,31.089,32.915,77
3,28.325,12.081,78
7,23.318,22.51,78
9,21.979,37.085,78
12,25.595,32.416,78
13,29.002,23.402,78
14,19.005,6.2511,78
15,23.502,11.717,78
16,26.423,33.12,78
17,29.251,19.463,78
18,31.06,32.299,78
3,28.204,11.533,79
7,23.199,21.986,79
9,22.03,37.799,79
12,25.426,33.266,79
13,29.128,22.695,79
14,18.69,4.9328,79
15,23.522,10.487,79
16,26.321,34.179,79
17,29.187,18.417,79
18,31.032,31.683,79
3,28.08,10.986,80
7,23.088,21.459,80
9,22.08,38.513,80
12,25.257,34.116,80
13,29.249,21.985,80
14,18.378,3.6134,80
15,23.54,9.2578,80
16,26.219,35.239,80
17,29.124,17.371,80
18,31.003,31.066,80
3,27.955,10.438,81
7,22.983,20.931,81
9,22.13,39.227,81
12,25.088,34.966,81
13,29.365,21.272,81
15,23.555,8.0276,81
16,26.118,36.299,81
17,29.061,16.324,81
18,30.974,30.45,81
3,27.829,9.8915,82
7,22.885,20.4,82
9,22.181,39.941,82
12,24.919,35.817,82
13,29.477,20.558,82
15,23.567,6.7971,82
16,26.016,37.359,82
17,28.999,15.277,82
18,30.945,29.833,82
3,27.702,9.3448,83
7,22.791,19.868,83
9,22.231,40.655,83
12,24.75,36.667,83
13,29.586,19.841,83
15,23.577,5.5664,83
16,25.914,38.419,83
17,28.939,14.23,83
18,30.916,29.217,83
3,27.573,8.7983,84
7,22.702,19.335,84
9,22.281,41.368,84
12,24.58,37.517,84
13,29.692,19.123,84
15,23.583,4.3353,84
16,25.812,39.479,84
17,28.88,13.182,84
18,30.887,28.601,84
3,27.443,8.2519,85
7,22.618,18.8,85
9,22.331,42.082,85
12,24.411,38.367,85
13,29.795,18.403,85
16,25.71,40.539,85
17,28.822,12.134,85
18,30.858,27.984,85
3,27.313,7.7057,86
7,22.536,18.265,86
9,22.382,42.796,86
12,24.242,39.217,86
13,29.896,17.683,86
16,25.608,41.599,86
17,28.766,11.085,86
18,30.829,27.368,86
3,27.182,7.1596,87
7,22.458,17.729,87
9,22.432,43.51,87
12,24.072,40.068,87
13,29.995,16.961,87
16,25.506,42.66,87
17,28.711,10.037,87
18,30.8,26.752,87
3,27.05,6.6137,88
7,22.382,17.192,88
9,22.482,44.224,88
12,23.903,40.918,88
13,30.091,16.238,88
16,25.403,43.72,88
17,28.657,8.9882,88
18,30.771,26.136,88
3,26.917,6.0679,89
7,22.308,16.654,89
9,22.532,44.938,89
12,23.734,41.768,89
13,30.186,15.515,89
16,25.301,44.78,89
17,28.603,7.9394,89
18,30.742,25.519,89
3,26.784,5.5222,90
7,22.237,16.116,90
9,22.582,45.651,90
12,23.564,42.618,90
13,30.278,14.791,90
16,25.199,45.841,90
17,28.547,6.8906,90
18,30.713,24.903,90
3,26.651,4.9766,91
7,22.167,15.578,91
12,23.395,43.468,91
13,30.368,14.066,91
17,28.486,5.8421,91
18,30.684,24.287,91
3,26.517,4.4311,92
7,22.098,15.039,92
12,23.225,44.319,92
13,30.453,13.341,92
17,28.413,4.7946,92
18,30.655,23.67,92
3,26.382,3.8858,93
7,22.031,14.5,93
12,23.056,45.169,93
13,30.533,12.615,93
17,28.316,3.7503,93
18,30.626,23.054,93
7,21.965,13.961,94
12,22.886,46.019,94
13,30.604,11.888,94
17,28.144,2.7325,94
18,30.597,22.438,94
7,21.9,13.421,95
13,30.655,11.16,95
17,27.891,1.7486,95
18,30.569,21.822,95
7,21.836,12.882,96
13,30.659,10.439,96
18,30.54,21.205,96
7,21.772,12.342,97
13,30.621,9.7231,97
18,30.511,20.589,97
7,21.71,11.802,98
13,30.546,9.0134,98
18,30.483,19.973,98
7,21.648,11.261,99
13,30.437,8.3096,99
18,30.454,19.356,99
7,21.586,10.721,100
13,30.298,7.6117,100
18,30.426,18.74,100
7,21.525,10.181,101
13,30.131,6.9196,101
18,30.398,18.124,101
7,21.464,9.6402,102
13,29.939,6.2334,102
18,30.369,17.508,102
7,21.404,9.0997,103
13,29.723,5.5532,103
18,30.34,16.891,103
7,21.344,8.5591,104
13,29.486,4.8791,104
18,30.312,16.275,104
7,21.284,8.0184,105
13,29.229,4.2113,105
18,30.283,15.659,105
7,21.225,7.4777,106
13,28.953,3.5501,106
18,30.254,15.042,106
7,21.165,6.9369,107
13,28.657,2.8961,107
18,30.225,14.426,107
7,21.106,6.3961,108
18,30.196,13.81,108
7,21.048,5.8553,109
18,30.167,13.194,109
7,20.989,5.3145,110
18,30.138,12.577,110
7,20.931,4.7736,111
18,30.109,11.961,111
7,20.872,4.2327,112
18,30.08,11.345,112
18,30.051,10.729,113
18,30.022,10.112,114
18,29.993,9.496,115
18,29.964,8.8798,116
18,29.935,8.2635,117
18,29.906,7.6473,118
18,29.877,7.031,119
18,29.847,6.4148,120
18,29.818,5.7985,121
18,29.789,5.1822,122
18,29.76,4.566,123
