25,-2.2263,1,1,1
25.201,-2.0158,2,1,1
25,-1.5217,2,2,1
25.404,-1.7963,3,1,1
25.189,-1.3251,3,2,1
25.608,-1.5694,4,1,1
25.368,-1.1311,4,2,1
25.812,-1.3361,5,1,1
25.54,-0.93935,5,2,1
26.017,-1.0975,6,1,1
25.705,-0.74981,6,2,1
26.223,-0.85429,7,1,1
25.865,-0.56287,7,2,1
25,-3.5189,7,3,1
26.426,-0.60556,8,1,1
26.024,-0.37921,8,2,1
25.2,-3.3203,8,3,1
50,26.354,8,4,1
26.628,-0.35182,9,1,1
26.18,-0.19843,9,2,1
25.401,-3.1228,9,3,1
49.782,26.132,9,4,1
26.827,-0.093289,10,1,1
26.335,-0.020159,10,2,1
25.602,-2.9262,10,3,1
49.55,25.892,10,4,1
27.022,0.17032,11,1,1
26.489,0.15592,11,2,1
25.803,-2.7305,11,3,1
49.304,25.637,11,4,1
50,27.143,11,5,1
27.211,0.43967,12,1,1
26.641,0.33008,12,2,1
26.004,-2.5355,12,3,1
49.034,25.388,12,4,1
49.781,26.932,12,5,1
27.392,0.7153,13,1,1
26.793,0.50258,13,2,1
26.206,-2.3411,13,3,1
48.742,25.143,13,4,1
49.545,26.713,13,5,1
50,26.77,13,6,1
27.564,0.9975,14,1,1
26.945,0.67363,14,2,1
26.407,-2.1471,14,3,1
48.432,24.905,14,4,1
49.314,26.47,14,5,1
49.787,26.547,14,6,1
27.724,1.2863,15,1,1
27.096,0.84343,15,2,1
26.609,-1.9536,15,3,1
48.106,24.669,15,4,1
49.086,26.209,15,5,1
49.564,26.303,15,6,1
27.871,1.5815,16,1,1
27.247,1.0121,16,2,1
26.811,-1.7605,16,3,1
47.77,24.433,16,4,1
48.861,25.932,16,5,1
49.332,26.044,16,6,1
28.005,1.8827,17,1,1
27.397,1.1799,17,2,1
27.012,-1.5676,17,3,1
47.426,24.195,17,4,1
48.637,25.643,17,5,1
49.092,25.77,17,6,1
50,22.655,17,7,1
28.125,2.1894,18,1,1
27.548,1.3468,18,2,1
27.214,-1.375,18,3,1
47.076,23.954,18,4,1
48.412,25.343,18,5,1
48.846,25.484,18,6,1
49.761,22.424,18,7,1
28.23,2.5009,19,1,1
27.698,1.513,19,2,1
27.416,-1.1827,19,3,1
46.722,23.71,19,4,1
48.187,25.035,19,5,1
48.595,25.188,19,6,1
49.49,22.168,19,7,1
28.322,2.8166,20,1,1
27.848,1.6786,20,2,1
27.618,-0.99049,20,3,1
46.364,23.462,20,4,1
47.96,24.722,20,5,1
48.339,24.884,20,6,1
49.191,21.89,20,7,1
28.402,3.1359,21,1,1
27.998,1.8437,21,2,1
27.82,-0.79847,21,3,1
46.004,23.211,21,4,1
47.731,24.404,21,5,1
48.079,24.572,21,6,1
48.869,21.593,21,7,1
28.47,3.4583,22,1,1
28.148,2.0082,22,2,1
28.023,-0.60657,22,3,1
45.643,22.956,22,4,1
47.499,24.083,22,5,1
47.817,24.255,22,6,1
48.527,21.282,22,7,1
28.528,3.7833,23,1,1
28.299,2.1724,23,2,1
28.225,-0.41479,23,3,1
45.281,22.697,23,4,1
47.263,23.76,23,5,1
47.552,23.932,23,6,1
48.168,20.957,23,7,1
50,26.838,23,8,1
28.577,4.1104,24,1,1
28.449,2.3362,24,2,1
28.427,-0.2231,24,3,1
44.917,22.436,24,4,1
47.024,23.435,24,5,1
47.291,23.601,24,6,1
47.796,20.621,24,7,1
49.8,26.631,24,8,1
50,22.861,24,9,1
28.619,4.4393,25,1,1
28.599,2.4997,25,2,1
28.629,-0.031499,25,3,1
44.554,22.172,25,4,1
46.785,23.107,25,5,1
47.034,23.262,25,6,1
47.4,20.294,25,7,1
49.6,26.418,25,8,1
49.777,22.642,25,9,1
28.654,4.7698,26,1,1
28.749,2.6629,26,2,1
28.831,0.16004,26,3,1
44.19,21.904,26,4,1
46.548,22.775,26,5,1
46.779,22.916,26,6,1
46.984,19.973,26,7,1
49.399,26.2,26,8,1
49.535,22.408,26,9,1
50,26.853,26,10,1
28.683,5.1017,27,1,1
28.899,2.8259,27,2,1
29.034,0.35152,27,3,1
43.828,21.633,27,4,1
46.314,22.438,27,5,1
46.528,22.566,27,6,1
46.553,19.654,27,7,1
49.21,25.971,27,8,1
49.277,22.16,27,9,1
49.79,26.638,27,10,1
28.708,5.4346,28,1,1
29.049,2.9887,28,2,1
29.236,0.54294,28,3,1
43.466,21.36,28,4,1
46.084,22.098,28,5,1
46.28,22.21,28,6,1
46.111,19.336,28,7,1
49.026,25.735,28,8,1
49.005,21.901,28,9,1
49.572,26.411,28,10,1
28.73,5.7684,29,1,1
29.2,3.1513,29,2,1
29.438,0.73433,29,3,1
43.106,21.082,29,4,1
45.858,21.753,29,5,1
46.036,21.849,29,6,1
45.658,19.017,29,7,1
48.841,25.496,29,8,1
48.722,21.633,29,9,1
49.346,26.172,29,10,1
28.748,6.103,30,1,1
29.35,3.3137,30,2,1
29.641,0.92568,30,3,1
42.748,20.801,30,4,1
45.631,21.407,30,5,1
45.795,21.483,30,6,1
45.199,18.698,30,7,1
48.658,25.253,30,8,1
48.429,21.356,30,9,1
49.115,25.925,30,10,1
25,0.025734,30,11,1
28.764,6.4382,31,1,1
29.502,3.4739,31,2,1
29.843,1.117,31,3,1
42.386,20.524,31,4,1
45.402,21.062,31,5,1
45.557,21.115,31,6,1
44.733,18.377,31,7,1
48.48,25.005,31,8,1
48.128,21.073,31,9,1
48.879,25.67,31,10,1
25.193,0.22525,31,11,1
28.778,6.774,32,1,1
29.656,3.6328,32,2,1
30.045,1.3083,32,3,1
42.022,20.248,32,4,1
45.174,20.715,32,5,1
45.322,20.743,32,6,1
44.263,18.055,32,7,1
48.307,24.751,32,8,1
47.82,20.785,32,9,1
48.638,25.409,32,10,1
25.379,0.42438,32,11,1
50,28.727,32,12,1
28.79,7.1103,33,1,1
29.81,3.7909,33,2,1
30.248,1.4996,33,3,1
41.658,19.972,33,4,1
44.948,20.366,33,5,1
45.089,20.367,33,6,1
43.789,17.731,33,7,1
48.139,24.493,33,8,1
47.506,20.492,33,9,1
48.39,25.147,33,10,1
25.56,0.6232,33,11,1
49.789,28.507,33,12,1
28.801,7.447,34,1,1
29.965,3.9489,34,2,1
30.45,1.6908,34,3,1
41.294,19.695,34,4,1
44.724,20.016,34,5,1
44.861,19.989,34,6,1
43.313,17.404,34,7,1
47.974,24.231,34,8,1
47.187,20.194,34,9,1
48.135,24.883,34,10,1
25.736,0.82176,34,11,1
49.569,28.27,34,12,1
25,-6.8588,34,13,1
28.812,7.7839,35,1,1
30.119,4.1069,35,2,1
30.653,1.8817,35,3,1
40.93,19.416,35,4,1
44.503,19.663,35,5,1
44.635,19.608,35,6,1
42.835,17.076,35,7,1
47.812,23.966,35,8,1
46.864,19.894,35,9,1
47.876,24.617,35,10,1
25.909,1.0201,35,11,1
49.341,28.019,35,12,1
25.215,-6.6336,35,13,1
28.823,8.1212,36,1,1
30.273,4.2653,36,2,1
30.855,2.0723,36,3,1
40.568,19.136,36,4,1
44.285,19.308,36,5,1
44.412,19.224,36,6,1
42.355,16.745,36,7,1
47.649,23.701,36,8,1
46.537,19.59,36,9,1
47.614,24.349,36,10,1
26.078,1.2183,36,11,1
49.106,27.756,36,12,1
25.442,-6.3873,36,13,1
28.833,8.4586,37,1,1
30.426,4.4242,37,2,1
31.059,2.2625,37,3,1
40.208,18.852,37,4,1
44.069,18.95,37,5,1
44.19,18.839,37,6,1
41.873,16.413,37,7,1
47.483,23.436,37,8,1
46.208,19.285,37,9,1
47.351,24.077,37,10,1
26.245,1.4164,37,11,1
48.866,27.482,37,12,1
25.681,-6.123,37,13,1
28.843,8.7963,38,1,1
30.58,4.5833,38,2,1
31.263,2.4522,38,3,1
39.849,18.567,38,4,1
43.855,18.592,38,5,1
43.969,18.454,38,6,1
41.391,16.079,38,7,1
47.314,23.173,38,8,1
45.876,18.977,38,9,1
47.086,23.803,38,10,1
26.409,1.6144,38,11,1
48.621,27.201,38,12,1
25.927,-5.8436,38,13,1
28.854,9.134,39,1,1
30.732,4.7428,39,2,1
31.467,2.6413,39,3,1
39.492,18.278,39,4,1
43.642,18.232,39,5,1
43.747,18.068,39,6,1
40.909,15.743,39,7,1
47.141,22.912,39,8,1
45.542,18.667,39,9,1
46.822,23.526,39,10,1
26.571,1.8123,39,11,1
48.372,26.912,39,12,1
26.182,-5.5515,39,13,1
28.865,9.4719,40,1,1
30.885,4.9025,40,2,1
31.671,2.83,40,3,1
39.138,17.986,40,4,1
43.429,17.872,40,5,1
43.524,17.682,40,6,1
40.426,15.405,40,7,1
46.963,22.654,40,8,1
45.206,18.357,40,9,1
46.557,23.247,40,10,1
26.732,2.0101,40,11,1
48.121,26.617,40,12,1
26.442,-5.2486,40,13,1
28.877,9.8099,41,1,1
31.037,5.0624,41,2,1
31.877,3.0181,41,3,1
38.788,17.69,41,4,1
43.216,17.511,41,5,1
43.3,17.296,41,6,1
39.943,15.066,41,7,1
46.781,22.398,41,8,1
44.869,18.045,41,9,1
46.293,22.964,41,10,1
26.891,2.2079,41,11,1
47.866,26.317,41,12,1
26.708,-4.9367,41,13,1
50,25.537,41,14,1
28.889,10.148,42,1,1
31.189,5.2224,42,2,1
32.082,3.2057,42,3,1
38.449,17.382,42,4,1
43.003,17.15,42,5,1
43.073,16.912,42,6,1
39.46,14.726,42,7,1
46.596,22.145,42,8,1
44.53,17.732,42,9,1
46.03,22.679,42,10,1
27.049,2.4057,42,11,1
47.609,26.012,42,12,1
26.979,-4.6171,42,13,1
49.763,25.314,42,14,1
50,31.699,42,15,1
28.903,10.486,43,1,1
31.341,5.3826,43,2,1
32.288,3.3928,43,3,1
38.12,17.065,43,4,1
42.79,16.789,43,5,1
42.844,16.529,43,6,1
38.977,14.384,43,7,1
46.407,21.894,43,8,1
44.191,17.418,43,9,1
45.767,22.392,43,10,1
27.206,2.6034,43,11,1
47.347,25.707,43,12,1
27.253,-4.291,43,13,1
49.495,25.071,43,14,1
49.779,31.467,43,15,1
28.917,10.824,44,1,1
31.493,5.5428,44,2,1
32.495,3.5795,44,3,1
37.791,16.747,44,4,1
42.576,16.428,44,5,1
42.613,16.147,44,6,1
38.494,14.041,44,7,1
46.214,21.645,44,8,1
43.85,17.103,44,9,1
45.504,22.104,44,10,1
27.363,2.8011,44,11,1
47.081,25.401,44,12,1
27.53,-3.9595,44,13,1
49.201,24.812,44,14,1
49.541,31.21,44,15,1
28.933,11.162,45,1,1
31.645,5.7031,45,2,1
32.702,3.7657,45,3,1
37.462,16.428,45,4,1
